product,content,date_time,sentiment
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-22 13:55:20,neutral
Google Pixel,My Google Pixel is slower than expected.,2016-07-20 23:13:04,negative
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-05 19:34:54,negative
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-02 12:08:06,positive
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-24 06:50:13,neutral
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-18 21:35:54,negative
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-18 13:41:12,neutral
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-19 04:46:39,neutral
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-18 01:07:49,positive
iPhone,Just got my new iPhone! Loving it so far.,2016-07-21 02:38:24,negative
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-08-26 22:39:48,neutral
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-02 10:37:56,positive
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-07-14 01:00:26,positive
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-09-05 20:27:03,negative
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-19 01:55:57,neutral
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-08-27 12:15:23,negative
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-30 00:17:04,negative
OnePlus,My OnePlus is slower than expected.,2016-07-27 17:20:22,negative
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-15 18:29:10,neutral
Google Pixel,The Google Pixel is a great value for the price.,2016-08-18 20:16:40,negative
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-07-27 03:33:59,neutral
iPhone,The camera quality on the iPhone is amazing.,2016-07-07 15:30:14,negative
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-08 07:14:40,positive
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-06 12:10:05,positive
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-23 20:30:48,positive
iPhone,Experiencing connectivity issues with the iPhone.,2016-07-25 07:58:39,neutral
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-07-16 08:26:59,negative
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-09 08:08:51,negative
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-08-18 11:07:20,positive
iPhone,Battery life on the iPhone is excellent.,2016-08-03 23:03:55,negative
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-09-22 20:55:39,neutral
OnePlus,My OnePlus runs all my apps smoothly.,2016-08-23 10:27:00,negative
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-13 12:36:40,negative
iPhone,My iPhone runs all my apps smoothly.,2016-09-20 05:07:18,neutral
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-31 09:15:58,neutral
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-01 15:31:07,neutral
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-14 19:16:13,positive
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-09-25 07:44:09,neutral
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-09-19 12:39:25,neutral
Xiaomi,The Xiaomi is a great value for the price.,2016-07-12 05:56:37,neutral
Xiaomi,My Xiaomi is slower than expected.,2016-09-18 23:24:38,positive
OnePlus,The OnePlus is a great value for the price.,2016-09-24 05:27:47,positive
Google Pixel,The camera on the Google Pixel is disappointing.,2016-08-20 12:00:42,positive
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-08-19 07:09:00,neutral
OnePlus,The OnePlus has exceeded my expectations!,2016-07-31 20:09:08,positive
Google Pixel,Battery life on the Google Pixel could be better.,2016-09-06 11:53:20,negative
Xiaomi,Battery life on the Xiaomi is excellent.,2016-07-29 08:45:04,neutral
Xiaomi,The Xiaomi is really sleek and fast.,2016-07-17 18:18:26,neutral
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-19 00:44:06,positive
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-09-28 22:01:21,neutral
iPhone,The display on the iPhone is so vibrant and clear.,2016-07-12 19:35:29,neutral
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-12 14:38:03,negative
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-09-07 06:06:16,neutral
Xiaomi,Why is my Xiaomi overheating?,2016-09-09 09:35:52,neutral
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-09-23 05:56:32,negative
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-27 14:45:23,positive
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-08 17:13:50,neutral
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-20 13:19:50,positive
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-09-15 14:04:07,positive
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-29 22:13:53,negative
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-02 03:29:55,negative
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-19 22:05:33,positive
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-10 04:11:14,negative
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-26 21:48:49,negative
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-09-04 17:36:48,neutral
iPhone,My iPhone runs all my apps smoothly.,2016-09-26 11:46:21,neutral
iPhone,Really happy with the performance of my new iPhone.,2016-07-26 08:21:22,negative
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-30 02:45:16,positive
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-18 03:20:55,negative
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-08-08 18:16:50,neutral
OnePlus,The camera on the OnePlus is disappointing.,2016-07-18 01:02:16,negative
Xiaomi,The Xiaomi is really sleek and fast.,2016-08-20 14:48:40,neutral
Google Pixel,The Google Pixel is a great value for the price.,2016-09-14 06:32:34,positive
Xiaomi,Battery life on the Xiaomi could be better.,2016-09-03 12:58:39,positive
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-07-01 14:08:13,neutral
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-07-28 07:55:29,negative
iPhone,Battery life on the iPhone is excellent.,2016-08-05 11:08:15,negative
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-15 23:01:35,neutral
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-27 21:55:58,positive
OnePlus,Battery life on the OnePlus could be better.,2016-08-28 02:18:33,positive
iPhone,The iPhone is a great value for the price.,2016-08-16 14:11:16,neutral
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-09-10 12:49:02,positive
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-11 06:55:36,neutral
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-09 20:29:43,neutral
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-26 20:03:03,neutral
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-07-09 08:08:32,negative
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-09 03:36:56,negative
iPhone,Battery life on the iPhone is excellent.,2016-07-13 07:35:52,positive
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-07-28 16:49:38,neutral
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-01 05:18:40,positive
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-18 17:32:28,neutral
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-21 20:31:19,neutral
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-23 22:39:27,neutral
OnePlus,Just got my new OnePlus! Loving it so far.,2016-08-23 00:34:04,neutral
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-14 08:06:46,positive
OnePlus,The camera quality on the OnePlus is amazing.,2016-09-02 19:16:18,negative
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-07-07 07:50:39,positive
iPhone,My iPhone is slower than expected.,2016-07-28 02:10:33,positive
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-24 16:18:45,positive
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-08-17 06:27:53,neutral
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-09-04 12:36:14,negative
OnePlus,Battery life on the OnePlus is excellent.,2016-09-01 00:26:46,negative
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-07-17 00:27:52,negative
iPhone,The iPhone has exceeded my expectations!,2016-08-05 00:09:34,positive
Xiaomi,The Xiaomi is a great value for the price.,2016-08-19 19:35:56,positive
Google Pixel,Battery life on the Google Pixel is excellent.,2016-07-28 21:14:09,negative
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-07-08 22:00:06,neutral
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-09-21 23:14:47,positive
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-09-15 19:23:48,positive
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-09-21 21:07:47,positive
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-07-14 23:48:18,negative
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-08-11 20:07:23,positive
Xiaomi,The Xiaomi is a great value for the price.,2016-07-21 11:16:06,neutral
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-08-27 08:51:22,positive
Xiaomi,I regret buying the Xiaomi. Not worth the money.,2016-07-07 09:03:09,positive
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-15 04:31:49,neutral
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-07-02 12:56:52,positive
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-08-01 05:17:12,neutral
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-09 14:38:21,neutral
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-28 16:39:37,negative
Google Pixel,Why is my Google Pixel overheating?,2016-09-21 16:46:44,positive
OnePlus,The OnePlus keeps crashing. Frustrated!,2016-07-30 08:56:47,positive
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-21 06:26:45,positive
Google Pixel,I regret buying the Google Pixel. Not worth the money.,2016-08-10 20:52:33,negative
Xiaomi,Battery life on the Xiaomi is excellent.,2016-08-06 08:09:09,neutral
iPhone,The iPhone is a great value for the price.,2016-08-13 19:47:26,neutral
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-01 15:54:43,positive
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-21 00:21:27,neutral
Xiaomi,Why is my Xiaomi overheating?,2016-09-08 18:02:13,positive
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-02 15:52:29,positive
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-09-16 16:31:36,negative
Xiaomi,The camera on the Xiaomi is disappointing.,2016-07-26 23:45:47,negative
Google Pixel,My Google Pixel is slower than expected.,2016-08-21 15:27:24,neutral
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-07-29 07:32:46,positive
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-20 10:44:31,neutral
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-08-12 17:46:43,negative
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-11 22:57:54,neutral
OnePlus,The OnePlus has exceeded my expectations!,2016-08-13 20:03:04,negative
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-27 17:19:46,negative
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-06 23:13:54,positive
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-09-22 10:48:23,positive
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-07-05 18:23:21,neutral
iPhone,Battery life on the iPhone is excellent.,2016-07-06 00:59:41,neutral
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-08-12 05:31:16,negative
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-08-15 09:51:26,positive
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-06 21:11:19,negative
iPhone,I'm impressed with the build quality of the iPhone.,2016-09-08 19:17:33,negative
iPhone,The display on the iPhone is so vibrant and clear.,2016-09-18 23:25:40,negative
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-08-12 15:32:56,positive
OnePlus,The camera on the OnePlus is disappointing.,2016-07-31 10:10:13,positive
Xiaomi,Why is my Xiaomi overheating?,2016-07-17 06:39:45,neutral
iPhone,Battery life on the iPhone could be better.,2016-08-09 20:45:12,neutral
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-09-26 12:34:58,positive
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-10 23:41:55,neutral
iPhone,Not too impressed with the iPhone. Expected more.,2016-08-11 16:36:33,neutral
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-07-06 17:56:35,neutral
Xiaomi,Battery life on the Xiaomi could be better.,2016-08-05 14:56:26,negative
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-08-11 13:53:35,negative
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-08-30 18:39:34,neutral
Xiaomi,The Xiaomi is a great value for the price.,2016-07-10 10:24:36,negative
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-08-23 11:10:29,neutral
OnePlus,Just got my new OnePlus! Loving it so far.,2016-07-17 05:40:07,negative
Xiaomi,The Xiaomi has exceeded my expectations!,2016-08-05 00:37:18,positive
Google Pixel,Battery life on the Google Pixel is excellent.,2016-08-16 17:04:42,neutral
iPhone,Battery life on the iPhone is excellent.,2016-07-15 23:16:51,positive
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-24 04:40:12,positive
iPhone,The iPhone keeps crashing. Frustrated!,2016-09-23 03:56:00,negative
OnePlus,The camera on the OnePlus is disappointing.,2016-08-14 22:14:24,neutral
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-09-29 08:48:10,neutral
Samsung Galaxy,Just got my new Samsung Galaxy! Loving it so far.,2016-08-18 04:36:41,positive
Google Pixel,The camera on the Google Pixel is disappointing.,2016-09-25 00:10:30,positive
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-05 17:30:11,positive
Xiaomi,My Xiaomi is slower than expected.,2016-07-10 02:06:24,neutral
iPhone,The iPhone is a great value for the price.,2016-08-23 05:50:24,positive
Xiaomi,Just got my new Xiaomi! Loving it so far.,2016-08-06 02:18:49,negative
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-09-05 11:04:29,positive
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-04 23:22:01,positive
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-09-19 15:24:19,negative
Samsung Galaxy,My Samsung Galaxy runs all my apps smoothly.,2016-09-08 21:15:08,positive
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-09-02 14:09:49,neutral
iPhone,Experiencing connectivity issues with the iPhone.,2016-09-24 16:49:26,neutral
OnePlus,Just got my new OnePlus! Loving it so far.,2016-09-14 04:39:47,positive
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-29 00:32:25,positive
Samsung Galaxy,Battery life on the Samsung Galaxy could be better.,2016-07-25 11:37:09,positive
Xiaomi,Not too impressed with the Xiaomi. Expected more.,2016-09-19 23:04:36,neutral
OnePlus,My OnePlus runs all my apps smoothly.,2016-07-26 11:42:42,neutral
iPhone,The iPhone is really sleek and fast.,2016-07-22 00:07:58,neutral
Xiaomi,The Xiaomi is really sleek and fast.,2016-08-27 01:04:55,positive
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-07-02 04:20:23,negative
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-03 09:04:51,negative
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-07-02 02:24:46,negative
OnePlus,The OnePlus is really sleek and fast.,2016-07-01 05:23:14,neutral
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-05 16:25:56,neutral
OnePlus,The display on the OnePlus is so vibrant and clear.,2016-09-19 02:34:14,neutral
iPhone,The iPhone is a great value for the price.,2016-07-12 13:27:14,neutral
iPhone,The iPhone has exceeded my expectations!,2016-09-09 17:46:34,positive
OnePlus,Touchscreen on my OnePlus is unresponsive at times.,2016-09-14 11:39:41,positive
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-07-19 17:50:51,positive
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-09-07 19:15:07,negative
OnePlus,I regret buying the OnePlus. Not worth the money.,2016-09-02 15:50:15,negative
Samsung Galaxy,The camera quality on the Samsung Galaxy is amazing.,2016-07-27 13:36:52,neutral
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-13 13:43:43,neutral
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-27 13:28:29,neutral
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-25 17:37:50,positive
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-24 15:54:23,neutral
iPhone,Really happy with the performance of my new iPhone.,2016-07-29 11:46:15,neutral
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-09-12 00:32:44,negative
OnePlus,Experiencing connectivity issues with the OnePlus.,2016-08-30 11:37:47,neutral
iPhone,Touchscreen on my iPhone is unresponsive at times.,2016-08-01 16:39:42,negative
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-09-12 15:25:47,negative
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-09-24 02:28:46,positive
Google Pixel,The Google Pixel has exceeded my expectations!,2016-09-10 09:31:28,neutral
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-09-29 05:03:14,neutral
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-09-15 21:22:57,positive
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-22 02:58:49,neutral
OnePlus,My OnePlus is slower than expected.,2016-09-09 10:32:38,neutral
Xiaomi,The Xiaomi is a great value for the price.,2016-09-13 17:25:45,neutral
Google Pixel,My Google Pixel runs all my apps smoothly.,2016-09-29 16:04:46,neutral
OnePlus,The camera quality on the OnePlus is amazing.,2016-07-09 14:44:24,negative
Google Pixel,Touchscreen on my Google Pixel is unresponsive at times.,2016-07-25 01:27:39,negative
iPhone,Why is my iPhone overheating?,2016-08-02 09:46:40,negative
OnePlus,The OnePlus is a great value for the price.,2016-09-14 09:28:56,negative
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-25 03:10:25,neutral
Xiaomi,Experiencing connectivity issues with the Xiaomi.,2016-09-05 15:34:35,negative
Google Pixel,Battery life on the Google Pixel could be better.,2016-08-23 18:17:55,positive
Samsung Galaxy,The Samsung Galaxy keeps crashing. Frustrated!,2016-08-02 20:56:14,neutral
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-08 14:50:17,positive
Samsung Galaxy,The Samsung Galaxy is a great value for the price.,2016-07-20 16:21:02,negative
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-09-16 04:33:08,neutral
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-07-12 15:39:16,negative
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-07-28 22:40:33,neutral
iPhone,The camera on the iPhone is disappointing.,2016-08-16 09:56:44,neutral
iPhone,The camera on the iPhone is disappointing.,2016-08-30 17:45:22,negative
Google Pixel,The Google Pixel keeps crashing. Frustrated!,2016-07-23 20:14:38,positive
Google Pixel,Experiencing connectivity issues with the Google Pixel.,2016-09-11 20:59:57,negative
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-08-19 01:55:04,neutral
OnePlus,My OnePlus runs all my apps smoothly.,2016-09-01 07:14:56,positive
Xiaomi,Having some issues with my Xiaomi. Anyone else?,2016-07-20 15:57:59,positive
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-09-07 10:38:59,positive
Xiaomi,The Xiaomi has exceeded my expectations!,2016-09-07 08:06:52,negative
iPhone,Having some issues with my iPhone. Anyone else?,2016-08-19 04:28:49,negative
Xiaomi,Touchscreen on my Xiaomi is unresponsive at times.,2016-07-07 18:42:12,neutral
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-08 14:38:27,neutral
Google Pixel,The Google Pixel is a great value for the price.,2016-08-15 16:16:06,neutral
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-11 20:33:39,neutral
Samsung Galaxy,Battery life on the Samsung Galaxy is excellent.,2016-07-29 00:37:41,neutral
Samsung Galaxy,Why is my Samsung Galaxy overheating?,2016-07-06 17:26:23,neutral
iPhone,Battery life on the iPhone could be better.,2016-07-23 08:54:30,positive
Google Pixel,Just got my new Google Pixel! Loving it so far.,2016-08-06 03:56:08,negative
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-07-23 20:20:56,positive
OnePlus,Having some issues with my OnePlus. Anyone else?,2016-08-31 17:24:46,positive
iPhone,Experiencing connectivity issues with the iPhone.,2016-08-23 18:01:52,neutral
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-07-28 16:23:21,positive
Xiaomi,The display on the Xiaomi is so vibrant and clear.,2016-08-01 12:44:57,positive
Google Pixel,Having some issues with my Google Pixel. Anyone else?,2016-09-18 23:30:12,negative
iPhone,Why is my iPhone overheating?,2016-07-06 19:41:57,negative
iPhone,My iPhone runs all my apps smoothly.,2016-07-13 07:43:46,neutral
Xiaomi,The Xiaomi is really sleek and fast.,2016-09-28 03:31:47,positive
Google Pixel,Why is my Google Pixel overheating?,2016-09-05 14:11:50,negative
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-18 17:45:41,neutral
Samsung Galaxy,Not too impressed with the Samsung Galaxy. Expected more.,2016-09-11 20:46:59,neutral
OnePlus,I'm impressed with the build quality of the OnePlus.,2016-08-28 09:30:47,neutral
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-09-24 18:51:55,neutral
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-08-05 08:21:34,negative
iPhone,I regret buying the iPhone. Not worth the money.,2016-08-06 23:59:34,neutral
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-08-05 15:44:42,positive
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-08-29 18:54:07,positive
Xiaomi,My Xiaomi runs all my apps smoothly.,2016-08-09 07:43:02,neutral
iPhone,Really happy with the performance of my new iPhone.,2016-07-02 08:04:28,positive
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-08-07 16:33:28,negative
iPhone,The iPhone is really sleek and fast.,2016-08-05 22:59:08,neutral
Google Pixel,Why is my Google Pixel overheating?,2016-08-03 01:11:31,negative
Google Pixel,The Google Pixel is a great value for the price.,2016-08-16 12:33:14,neutral
Samsung Galaxy,The Samsung Galaxy is really sleek and fast.,2016-07-29 06:08:57,positive
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-04 05:34:38,positive
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-08-12 06:17:44,positive
Samsung Galaxy,Really happy with the performance of my new Samsung Galaxy.,2016-07-13 21:57:14,neutral
OnePlus,The OnePlus is a great value for the price.,2016-07-19 00:44:55,negative
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-17 06:39:33,negative
Google Pixel,The camera quality on the Google Pixel is amazing.,2016-07-25 12:23:12,negative
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-09-20 13:50:27,positive
iPhone,I regret buying the iPhone. Not worth the money.,2016-09-02 20:27:18,neutral
Xiaomi,The Xiaomi is really sleek and fast.,2016-09-25 09:18:34,negative
iPhone,Why is my iPhone overheating?,2016-07-09 04:34:33,neutral
Samsung Galaxy,Having some issues with my Samsung Galaxy. Anyone else?,2016-09-25 05:53:13,positive
Samsung Galaxy,The display on the Samsung Galaxy is so vibrant and clear.,2016-07-11 09:19:12,positive
Google Pixel,The Google Pixel is really sleek and fast.,2016-09-04 13:02:06,negative
Google Pixel,The display on the Google Pixel is so vibrant and clear.,2016-07-24 03:09:19,neutral
OnePlus,Not too impressed with the OnePlus. Expected more.,2016-07-20 07:36:46,negative
OnePlus,The camera on the OnePlus is disappointing.,2016-09-11 05:12:55,negative
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-09-10 22:31:20,positive
Google Pixel,My Google Pixel is slower than expected.,2016-08-12 11:56:49,neutral
Google Pixel,Why is my Google Pixel overheating?,2016-08-28 14:50:30,positive
Samsung Galaxy,My Samsung Galaxy is slower than expected.,2016-07-07 08:35:13,neutral
Xiaomi,Really happy with the performance of my new Xiaomi.,2016-09-13 10:40:30,negative
Samsung Galaxy,Experiencing connectivity issues with the Samsung Galaxy.,2016-07-04 17:40:56,negative
OnePlus,The OnePlus is really sleek and fast.,2016-08-04 09:21:37,negative
Xiaomi,The Xiaomi keeps crashing. Frustrated!,2016-07-20 20:10:54,neutral
Samsung Galaxy,I'm impressed with the build quality of the Samsung Galaxy.,2016-07-12 11:51:29,positive
Google Pixel,Battery life on the Google Pixel could be better.,2016-07-24 15:16:18,positive
iPhone,The iPhone keeps crashing. Frustrated!,2016-07-02 11:38:31,neutral
Google Pixel,Not too impressed with the Google Pixel. Expected more.,2016-08-13 09:18:44,negative
OnePlus,Battery life on the OnePlus could be better.,2016-08-16 18:03:53,negative
Samsung Galaxy,The camera on the Samsung Galaxy is disappointing.,2016-09-25 00:19:03,negative
Xiaomi,The camera quality on the Xiaomi is amazing.,2016-08-03 19:30:53,neutral
Google Pixel,I'm impressed with the build quality of the Google Pixel.,2016-07-07 07:28:23,neutral
iPhone,The camera on the iPhone is disappointing.,2016-09-28 03:08:41,negative
Samsung Galaxy,Touchscreen on my Samsung Galaxy is unresponsive at times.,2016-08-01 12:45:14,neutral
Google Pixel,Really happy with the performance of my new Google Pixel.,2016-08-24 12:02:39,negative
OnePlus,Really happy with the performance of my new OnePlus.,2016-07-26 16:28:14,positive
OnePlus,Why is my OnePlus overheating?,2016-09-02 12:20:30,negative
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-07-24 11:09:10,negative
iPhone,Having some issues with my iPhone. Anyone else?,2016-07-27 12:53:32,neutral
OnePlus,Why is my OnePlus overheating?,2016-08-14 18:51:58,negative
iPhone,I regret buying the iPhone. Not worth the money.,2016-07-30 13:56:31,neutral
iPhone,The camera on the iPhone is disappointing.,2016-09-19 08:10:48,neutral
Samsung Galaxy,I regret buying the Samsung Galaxy. Not worth the money.,2016-08-11 12:01:09,neutral
Samsung Galaxy,The Samsung Galaxy has exceeded my expectations!,2016-08-31 19:16:22,negative
OnePlus,Battery life on the OnePlus could be better.,2016-08-04 19:51:57,negative
OnePlus,My OnePlus is slower than expected.,2016-08-13 08:12:24,positive
OnePlus,The camera quality on the OnePlus is amazing.,2016-08-06 20:51:47,positive
Google Pixel,Why is my Google Pixel overheating?,2016-09-02 19:55:05,neutral
iPhone,Battery life on the iPhone is excellent.,2016-07-22 10:13:49,neutral
Xiaomi,The camera on the Xiaomi is disappointing.,2016-08-08 15:45:32,negative
Xiaomi,I'm impressed with the build quality of the Xiaomi.,2016-09-20 15:37:10,positive
